id,name,description,field_1,field_2,field_3,field_4,field_5,field_6,value,field_8,field_9,icon,detail_icon
906109,兑水白酒,廉价勾兑酒酒精味冲入口化工感，劣质白酒代表,1,6,1,1,2,2,164,0,0,icon_cp_ml_01_009,icon_dj_cp_ml_01_009
906110,茶渣干,泡过的茶叶晾干深褐色细碎，已无任何茶味,1,6,1,1,1,1,137,0,0,icon_cp_ml_01_010,icon_dj_cp_ml_01_010
906201,瓶装黄酒,超市常见黄酒调味为主，普通粮食酿造口感温和,1,6,2,1,2,2,552,0,0,icon_cp_ml_02_001,icon_dj_cp_ml_02_001
906202,陈年普洱散茶,普通年份普洱散茶口粮级，汤色红亮但层次单一,1,6,2,1,1,1,583,0,0,icon_cp_ml_02_002,icon_dj_cp_ml_02_002
906203,三年陈绍兴黄酒,基础款绍兴黄酒坛装，口感温和日常佐餐用酒,1,6,2,2,1,2,438,0,0,icon_cp_ml_02_003,icon_dj_cp_ml_02_003
906204,碧螺春新茶,当年新碧螺春一芽一叶，清香淡雅汤色嫩绿透亮,1,6,2,1,2,2,528,0,0,icon_cp_ml_02_004,icon_dj_cp_ml_02_004
906205,纯粮高粱酒,农家纯粮自酿酒无添加，约50度入口烈回甘快,1,6,2,1,1,1,324,0,0,icon_cp_ml_02_005,icon_dj_cp_ml_02_005
906206,手工桂花酿,手工桂花酿清甜甜度低，酒精度低适合入门品饮,1,6,2,1,1,1,589,0,0,icon_cp_ml_02_006,icon_dj_cp_ml_02_006
906207,袋泡红茶,锡兰红茶拼配袋泡，日常饮用简单便捷,1,6,2,1,1,1,256,0,0,icon_cp_ml_02_007,icon_dj_cp_ml_02_007
906208,散装绿茶,农家散装绿茶无品牌，叶片完整度一般汤色清亮,1,6,2,1,1,1,259,0,0,icon_cp_ml_02_008,icon_dj_cp_ml_02_008
906209,普通啤酒,工业拉格啤酒金黄通透，泡沫细腻日常消暑饮品,1,6,2,1,1,1,613,0,0,icon_cp_ml_02_009,icon_dj_cp_ml_02_009
906210,桂花露酒,桂花浸泡低度酒入口甜润，大众甜品酒后劲不大,1,6,2,1,1,1,327,0,0,icon_cp_ml_02_010,icon_dj_cp_ml_02_010
906301,十年陈普洱生茶,十年干仓普洱生茶汤色橙黄，转化稳定口感醇和回甘明显,1,6,3,3,3,9,3506,0,0,icon_cp_ml_03_001,icon_dj_cp_ml_03_001
906302,十年陈绍兴花雕,十年陈绍兴花雕坛装香气醇厚，琥珀色酒体温润有层次,1,6,3,3,4,12,10520,0,0,icon_cp_ml_03_002,icon_dj_cp_ml_03_002
906303,正岩大红袍,武夷正岩大红袍岩韵明显，岩茶正统汤色橙红透亮,1,6,3,2,3,6,2631,0,0,icon_cp_ml_03_003,icon_dj_cp_ml_03_003
906304,坤沙酱香白酒,纯粮坤沙酱香酒体微黄，空杯留香持久酱香突出,1,6,3,1,2,2,1528,0,0,icon_cp_ml_03_004,icon_dj_cp_ml_03_004
906305,七年陈白牡丹,七年陈老白茶药香初显，杏黄汤色叶底匀整,1,6,3,2,1,2,1599,0,0,icon_cp_ml_03_005,icon_dj_cp_ml_03_005
906306,三年陈普洱熟茶,三年陈普洱熟茶汤色红亮，陈香温和口感顺滑日常口粮,1,6,3,2,1,2,2913,0,0,icon_cp_ml_03_006,icon_dj_cp_ml_03_006
906307,普通龙井,非核心产区龙井外形扁平，滋味清新可饮日常茶,1,6,3,1,1,1,1071,0,0,icon_cp_ml_03_007,icon_dj_cp_ml_03_007
906308,五年陈花雕,五年陈花雕坛装普通，家常烹饪可温饮,1,6,3,1,1,1,1000,0,0,icon_cp_ml_03_008,icon_dj_cp_ml_03_008
906309,散装铁观音,清香型铁观音颗粒紧结，兰花香清雅汤色蜜绿,1,6,3,1,1,1,964,0,0,icon_cp_ml_03_009,icon_dj_cp_ml_03_009
906310,普通酱香白酒,纯粮酱香白酒，高粱为料，九蒸八酵七取。入门级口粮酒，不追年份，口感正就行,1,6,3,1,1,1,830,0,0,icon_cp_ml_03_010,icon_dj_cp_ml_03_010
906401,清宫普洱贡茶,清宫旧藏普洱贡茶，稀世陈香。清代云南六大茶山每年精选上等普洱进贡紫禁城，历经百年陈化茶汤如琥珀,1,6,4,1,2,2,4998,0,0,icon_cp_ml_04_001,icon_dj_cp_ml_04_001
906402,陈酿白酒原浆,未勾调陈酿白酒原浆，老酒质感，三十年陈。直接从酒窖取出，保留了最原始的风味和酒精度,1,6,4,2,2,4,9771,0,0,icon_cp_ml_04_002,icon_dj_cp_ml_04_002
906403,母树大红袍,母树采摘大红袍，茶中极品。武夷山九龙窠悬崖仅存六株母树，年产数百克。2006年后已停止采摘，现存均为停采前库存,1,6,4,2,2,4,17160,0,0,icon_cp_ml_04_003,icon_dj_cp_ml_04_003
906404,百年绍兴老酒,百年封存绍兴黄酒，液体文物。酒液在坛中缓慢浓缩成糖浆状，糯米、麦曲和鉴湖水为原料，越陈越香,1,6,4,2,2,4,10030,0,0,icon_cp_ml_04_004,icon_dj_cp_ml_04_004
906405,顶级金骏眉,蜜香浓郁金骏眉，红茶天花板。只取芽头，一斤干茶需六至八万颗芽头，全手工采摘。蜜香是它的灵魂,1,6,4,1,2,2,5548,0,0,icon_cp_ml_04_005,icon_dj_cp_ml_04_005
906406,民国女儿红,民国女儿红，陈味厚重。女儿出生时封坛，出嫁时开坛——一坛糯米酒在土里埋了几十年，封坛的人已经不在了，酒还活着,1,6,4,2,3,6,9324,0,0,icon_cp_ml_04_006,icon_dj_cp_ml_04_006
906407,冰岛古树普洱,冰糖甜韵冰岛古树普洱，茶中贵族。云南临沧冰岛村古树树龄超五百年，入口甘甜回甘持久,1,6,4,1,2,2,4698,0,0,icon_cp_ml_04_007,icon_dj_cp_ml_04_007
906408,老班章普洱,滋味浓烈的老班章普洱，产自古树茶村，入口霸道茶气猛烈，普洱江湖里性格最鲜明的茶,1,6,4,1,1,1,6435,0,0,icon_cp_ml_04_008,icon_dj_cp_ml_04_008
906409,陈年竹叶青,清香草本竹叶青，陈味独特。以竹叶、砂仁、檀香等十二味中草药浸泡青花陈酿，新酒药香浓郁，陈年后药香转木香,1,6,4,1,1,1,3311,0,0,icon_cp_ml_04_009,icon_dj_cp_ml_04_009
906410,特供陈酿白酒,收藏级特供陈酿白酒，市面极少流通。只供特定渠道不对外销售，年份越早流通越少，每一瓶都有来历,1,6,4,1,1,1,2874,0,0,icon_cp_ml_04_010,icon_dj_cp_ml_04_010
906501,宋聘号老茶,清末宋聘号普洱号级茶王，百余年前古法普洱茶饼动辄百万每次拍卖让老茶圈子兴奋好几天,1,6,5,2,3,6,46850,20,5,icon_cp_ml_05_001,icon_dj_cp_ml_05_001
906502,西湖龙井贡茶,乾隆御供西湖龙井明前采摘，早一天采和晚一天采差的不只是价钱,1,6,5,2,2,4,32630,14,4,icon_cp_ml_05_002,icon_dj_cp_ml_05_002
906503,金奖白兰地,裕醇金奖白兰地，1915年巴拿马万国博览会夺金，中国蒸馏葡萄酒的早期代表,1,6,5,2,2,4,64570,27,7,icon_cp_ml_05_003,icon_dj_cp_ml_05_003
906504,御制桂花陈酒,清宫御制桂花陈酒陈年基酒浸泡桂花，皇帝喝的酒不一定最好一定最香,1,6,5,2,2,4,40440,17,4,icon_cp_ml_05_004,icon_dj_cp_ml_05_004
906505,香江陈年干邑,港澳豪门私藏陈年干邑XO级别二十年以上，香港干邑消费量曾全球第一每一瓶都被喝得一滴不剩,1,6,5,1,2,2,18990,8,2,icon_cp_ml_05_005,icon_dj_cp_ml_05_005
906506,普洱金瓜贡茶,皇家普洱金瓜贡茶形如金瓜，茶马古道三个月运到京城刚好发酵到最佳状态,1,6,5,1,1,1,25990,11,3,icon_cp_ml_05_006,icon_dj_cp_ml_05_006
906507,五十年陈酿白酒,五十年陈酿白酒酒体微黄拍卖级藏品，喝一瓶少一瓶世界不会产出第二瓶五十年前的陈酿白酒,1,6,5,1,1,1,14990,6,2,icon_cp_ml_05_007,icon_dj_cp_ml_05_007
906508,龙凤团茶残片,宋代龙凤团茶皇家贡茶千年前实物，欧阳修做二十年官才得一块舍不得喝,1,6,5,1,1,1,13990,6,2,icon_cp_ml_05_008,icon_dj_cp_ml_05_008
906509,民国原坛陈酿,民国青花陈酿原坛，清香骨架干净利落，老坛泥封完整,1,6,5,1,1,1,12620,5,1,icon_cp_ml_05_009,icon_dj_cp_ml_05_009
906510,岭南百年单丛,广东凤凰山百年老枞单丛香气霸道回甘强劲，同一座山上相邻两棵树做出来味道完全不同,1,6,5,1,1,1,14370,6,2,icon_cp_ml_05_010,icon_dj_cp_ml_05_010
906601,土陶瓶陈酿,1958年陈酿白酒土陶瓶无标无字，存世极少陈酿白酒收藏巅峰装的是饥荒年代的珍贵味道,1,6,6,1,2,2,454800,190,50,icon_cp_ml_06_001,icon_dj_cp_ml_06_001
906602,老普洱茶,老普洱茶，百年仓储慢陈化，木香与药香叠在一杯里,1,6,6,1,2,2,105000,44,12,icon_cp_ml_06_002,icon_dj_cp_ml_06_002
906603,顾渚紫笋贡茶,顾渚紫笋贡茶，唐代贡焙名品，芽形细直如笋,1,6,6,1,1,1,116200,48,13,icon_cp_ml_06_003,icon_dj_cp_ml_06_003
906604,百年窖藏,百年窖藏威士忌拍卖纪录保持者，橡木桶一百年天使份额喝完人间极品每一滴,1,6,6,2,1,2,113000,47,12,icon_cp_ml_06_004,icon_dj_cp_ml_06_004
906605,贾湖遗址古酒,河南贾湖遗址9000年前酒类遗存，人类酿酒史上最早的一杯酒人没留下酒留下了,1,6,6,3,5,15,1452000,605,160,icon_cp_ml_06_005,icon_dj_cp_ml_06_005
906606,唐代古茶饼,唐代古茶饼，蒸青压制成团，千年茶制实物证据,1,6,6,3,5,15,386400,161,43,icon_cp_ml_06_006,icon_dj_cp_ml_06_006
901111,粗陶碟,粗陶扁碟，釉面有缩釉点，边缘已磕碰,1,1,1,2,1,2,240,0,0,icon_cp_gd_01_011,icon_dj_cp_gd_01_011
901112,铁门扣,铁门扣锈迹斑斑，五金旧件，已报废,1,1,1,1,1,1,106,0,0,icon_cp_gd_01_012,icon_dj_cp_gd_01_012
901113,竹簸箕,竹编簸箕，篾条泛黑，农家筛粮旧具,1,1,1,2,1,2,236,0,0,icon_cp_gd_01_013,icon_dj_cp_gd_01_013
901211,棕编提篮,棕编提篮，纹理紧密，把手已磨得光亮,1,1,2,2,2,4,1010,0,0,icon_cp_gd_02_011,icon_dj_cp_gd_02_011
901212,铜鞋拔,铜质鞋拔，包浆温润，背面铸有字号,1,1,2,2,1,2,553,0,0,icon_cp_gd_02_012,icon_dj_cp_gd_02_012
901213,竹刻书签,竹刻书签，花卉纹饰，文房小雅物,1,1,2,1,1,1,330,0,0,icon_cp_gd_02_013,icon_dj_cp_gd_02_013
901312,铜兽钮印,铜兽钮小印，雕工精细，篆书二字清晰,1,1,3,3,2,6,4019,0,0,icon_cp_gd_03_012,icon_dj_cp_gd_03_012
901313,瓷水注,旧瓷水注，瘦高壶型，注嘴细长，青白釉色,1,1,3,1,2,2,1428,0,0,icon_cp_gd_03_013,icon_dj_cp_gd_03_013
901314,木雕如意,老木雕如意，木质温润，雕工繁复有序,1,1,3,2,2,4,2350,0,0,icon_cp_gd_03_014,icon_dj_cp_gd_03_014
901411,青花缠枝盘,明青花缠枝莲盘，发色浓郁一笔千色，三圈层叠纹饰,1,1,4,2,1,2,6021,0,0,icon_cp_gd_04_011,icon_dj_cp_gd_04_011
901412,掐丝珐琅盒,铜胎掐丝珐琅小盒，反复填釉烧制，盖合吸附有精度,1,1,4,4,3,12,23060,0,0,icon_cp_gd_04_012,icon_dj_cp_gd_04_012
901413,竹黄笔筒,竹黄贴雕笔筒，簧片不足一毫米，嘉定派竹刻精品,1,1,4,1,2,2,6182,0,0,icon_cp_gd_04_013,icon_dj_cp_gd_04_013
901513,错金银云纹樽,战国错金银青铜樽，金银丝比发细，嵌入后拔不出,1,1,5,2,2,4,38020,16,4,icon_cp_gd_05_013,icon_dj_cp_gd_05_013
901514,鎏金银香囊,唐鎏金银香囊，内置平衡环似陀螺仪，千年前的便携熏香,1,1,5,1,2,2,17200,7,2,icon_cp_gd_05_014,icon_dj_cp_gd_05_014
901515,定窑孩儿枕,宋定窑白瓷孩儿枕，娃娃侧卧背为枕，夏日消暑象生瓷,1,1,5,2,1,2,19780,8,2,icon_cp_gd_05_015,icon_dj_cp_gd_05_015
901612,舞马衔杯壶,唐代鎏金银壶，舞马衔杯浮雕，何家村窖藏金银器巅峰,1,1,6,3,2,6,251900,105,28,icon_cp_gd_06_012,icon_dj_cp_gd_06_012
901613,战国水晶杯,战国整雕水晶杯，简约如现代设计，防弹玻璃罩下的千年真品,1,1,6,1,2,2,124700,52,14,icon_cp_gd_06_013,icon_dj_cp_gd_06_013
901614,三星堆纵目面具,三星堆青铜纵目面具，双目柱突16厘米，古蜀文明未解之谜,1,1,6,2,2,4,427700,178,47,icon_cp_gd_06_014,icon_dj_cp_gd_06_014
901516,广彩人物盘,广州十三行外销瓷巅峰，一器十二色金彩铺面，羊城海上丝路遗珍——羊城拾光专属,1,1,5,2,1,2,20000,8,2,icon_cp_gd_05_016,icon_dj_cp_gd_05_016
901615,文帝行玺金印,广州南越王墓金印，纯金龟纽刻文帝行玺，岭南王权仿中原建制——羊城拾光专属,1,1,6,1,1,1,57120,24,6,icon_cp_gd_06_015,icon_dj_cp_gd_06_015
901517,官窑琮式瓶,南宋杭州官窑，仿良渚玉琮形制，粉青釉方瓶烧制极难——钱塘雅集专属,1,1,5,2,2,4,42410,18,5,icon_cp_gd_05_017,icon_dj_cp_gd_05_017
901616,良渚玉琮王,杭州良渚玉琮王，外方内圆神人兽面纹，五千年前解玉砂磨出的礼器巅峰——钱塘雅集专属,1,1,6,2,2,4,208400,87,23,icon_cp_gd_06_016,icon_dj_cp_gd_06_016
901518,成化鸡缸杯,明成化斗彩鸡缸杯，胎薄透光，2.8亿成交创纪录，沪上藏家旧藏——沪上风云专属,1,1,5,1,1,1,11290,5,1,icon_cp_gd_05_018,icon_dj_cp_gd_05_018
901617,大克鼎,西周大克鼎重201公斤，腹铭290字，上海博物馆镇馆之宝金石三宝之一——沪上风云专属,1,1,6,2,3,6,225000,94,25,icon_cp_gd_06_017,icon_dj_cp_gd_06_017
901519,百鹿尊,乾隆粉彩百鹿尊，紫禁城旧陈设，福禄双全的皇家御瓷——燕京御藏专属,1,1,5,2,2,4,36920,15,4,icon_cp_gd_05_019,icon_dj_cp_gd_05_019
901618,万历金丝冠,北京定陵万历金丝冠，纯金细丝编结无针线，龙冕编在金丝上的帝王身份——燕京御藏专属,1,1,6,2,2,4,186400,78,21,icon_cp_gd_06_018,icon_dj_cp_gd_06_018
901520,珐琅彩锦鸡瓶,乾隆珐琅彩锦鸡瓶，御用画师绘制，不满意即碎，香江拍场重器——香江竞逐专属,1,1,5,1,2,2,19570,8,2,icon_cp_gd_05_020,icon_dj_cp_gd_05_020
901619,萧何月下瓶,元青花人物故事梅瓶，苏麻离青绘萧何追韩信，全球仅十几件香江拍场标杆——香江竞逐专属,1,1,6,1,2,2,99990,42,11,icon_cp_gd_06_019,icon_dj_cp_gd_06_019
901521,罗塞塔碑,古埃及玄武岩石碑，三种文字并列刻写，放进霓城之巅也稳稳压得住整场气口——霓城之巅专属,1,1,5,2,2,4,35100,15,4,icon_cp_gd_05_021,icon_dj_cp_gd_05_021
901620,死海古卷,死海古卷，公元前手抄圣经文献，两千年后重见天日，摆进霓城之巅也自带压轴感——霓城之巅专属,1,1,6,4,4,16,416700,174,46,icon_cp_gd_06_020,icon_dj_cp_gd_06_020
902111,染色石珠,染色石料珠串，颜色均匀无纹理，地摊常见款,1,2,1,1,1,1,133,0,0,icon_cp_zb_01_011,icon_dj_cp_zb_01_011
902112,铁戒圈,铁质指环，小圆环，素面无饰,1,2,1,1,1,1,123,0,0,icon_cp_zb_01_012,icon_dj_cp_zb_01_012
902113,塑料耳坠,塑料仿珠耳坠，光泽假但造型活泼，廉价装饰品,1,2,1,1,1,1,115,0,0,icon_cp_zb_01_013,icon_dj_cp_zb_01_013
902311,紫晶坠,天然紫晶坠，切面工整，紫色均匀通透。水晶里人气最高的品类，入门不会错,1,2,3,3,2,6,4319,0,0,icon_cp_zb_03_011,icon_dj_cp_zb_03_011
902312,橄榄石钉,橄榄绿耳钉，颜色清新，小颗日常款。八月生辰石，戴着比放着好看,1,2,3,3,2,6,3402,0,0,icon_cp_zb_03_012,icon_dj_cp_zb_03_012
902313,碧玉手镯,和田碧玉手镯，色泽温润，圈口圆整。玉不出声，戴久了会在手腕上留下自己的温度,1,2,3,2,2,4,3284,0,0,icon_cp_zb_03_013,icon_dj_cp_zb_03_013
902412,翡翠豆荚,"冰种翡翠豆荚，透亮水足，雕工简洁。豆荚谐音""福豆""，翡翠挂件里送人不出错的那种",1,2,4,3,3,9,15670,0,0,icon_cp_zb_04_012,icon_dj_cp_zb_04_012
902413,星光红宝戒,星光红宝戒，六射星光清晰，灯下一转星线跟着转。红宝石里的异类，看的不只是颜色,1,2,4,1,1,1,4373,0,0,icon_cp_zb_04_013,icon_dj_cp_zb_04_013
902414,和田玉籽串,和田玉原籽手串，颗颗保留天然皮色，河水冲了几十万年才冲出这层皮,1,2,4,1,1,1,3381,0,0,icon_cp_zb_04_014,icon_dj_cp_zb_04_014
902510,矢车菊蓝宝戒,克什米尔矢车菊蓝宝石丝绒质感，蓝如深湖看之不尽,1,2,5,1,3,3,33160,14,4,icon_cp_zb_05_010,icon_dj_cp_zb_05_010
902511,翡翠如意锁,满绿翡翠如意锁浓郁饱满，锁住平安福气的经典挂件,1,2,5,3,3,9,71820,30,8,icon_cp_zb_05_011,icon_dj_cp_zb_05_011
902512,海螺珠项链,天然孔克珠项链粉色带火焰纹，一只海螺一生一颗无法养殖,1,2,5,2,2,4,44380,18,5,icon_cp_zb_05_012,icon_dj_cp_zb_05_012
902616,梦影典藏钻耳环,传奇影星旧藏圆形钻石耳环，名人佩戴照片有时比钻石本身更值钱,1,2,6,1,1,1,68360,28,8,icon_cp_zb_06_016,icon_dj_cp_zb_06_016
902617,格臻黄钻,格臻浓彩黄钻，枕形切割，颜色金黄饱满。黄钻是彩钻中最友好的入门品种——比白钻个性，比粉钻亲切,1,2,6,1,1,1,74240,31,8,icon_cp_zb_06_017,icon_dj_cp_zb_06_017
902618,卡纹豹首胸针,卡纹猎豹镶钻胸针祖母绿豹眼，半年以上工期宝石斑点不重复,1,2,6,1,2,2,105800,44,12,icon_cp_zb_06_018,icon_dj_cp_zb_06_018
902513,南沙古珠,南海沉船古珠单颗圆润，沿海贸航线进入广州十三行体系——羊城拾光专属,1,2,5,1,1,1,11760,5,1,icon_cp_zb_05_013,icon_dj_cp_zb_05_013
902619,粤绣百鸟屏,广州十三行时期粤绣金线百鸟屏，岭南绣娘针脚密到金线泡水不褪色的广绣绝技——羊城拾光专属,1,2,6,3,2,6,267500,111,29,icon_cp_zb_06_019,icon_dj_cp_zb_06_019
902514,良渚玉璧,杭州良渚文化玉璧，圆形大璧中孔圆整，天圆地方的史前礼器——钱塘雅集专属,1,2,5,2,2,4,39180,16,4,icon_cp_zb_05_014,icon_dj_cp_zb_05_014
902620,越王剑饰,吴越古地江南遗珍，越王剑上玉佩谷纹，饰兵之玉佑护持剑人——钱塘雅集专属,1,2,6,1,1,1,78650,33,9,icon_cp_zb_06_020,icon_dj_cp_zb_06_020
902515,翡翠牌坊链,上海老银楼牌坊款翡翠钻石项链，中式料子西式镶法的海派风格——沪上风云专属,1,2,5,2,2,4,45580,19,5,icon_cp_zb_05_015,icon_dj_cp_zb_05_015
902621,赫顿翡翠珠链,帝王绿翡翠珠链从上海到香港到纽约，横跨太平洋的名媛珠宝传奇——沪上风云专属,1,2,6,2,2,4,205900,86,23,icon_cp_zb_06_021,icon_dj_cp_zb_06_021
902516,点翠凤钗,燕京宫廷点翠凤钗翠羽贴制，灯光下翠蓝色泽流转，一门失传的羽毛记忆——燕京御藏专属,1,2,5,1,2,2,19050,8,2,icon_cp_zb_05_016,icon_dj_cp_zb_05_016
902622,翡翠朝珠,北京清宫翡翠朝珠108颗配碧玺佛头，朝服制度珠子颜色穿错了要掉脑袋——燕京御藏专属,1,2,6,2,2,4,211900,88,23,icon_cp_zb_06_022,icon_dj_cp_zb_06_022
902517,格臻粉红钻,格臻稀世粉红钻，颜色如樱花初绽，常在香港中环夜场拍卖创下亚太高价——香江竞逐专属,1,2,5,1,1,1,15880,7,2,icon_cp_zb_05_017,icon_dj_cp_zb_05_017
902623,日出红宝石,鸽血红宝石裸石颜色浓烈如日出，香江佳士得拍卖槌落时正好是香港日出——香江竞逐专属,1,2,6,1,1,1,64680,27,7,icon_cp_zb_06_023,icon_dj_cp_zb_06_023
902518,德累斯顿绿钻,41克拉天然绿钻，圆形切割，稀有度放进霓城之巅也照样排在前列——霓城之巅专属,1,2,5,1,1,1,12500,5,1,icon_cp_zb_05_018,icon_dj_cp_zb_05_018
902624,泰辉梨形巨钻,68克拉传奇梨形巨钻，名字一抬出来就够撑起霓城之巅的封面位置——霓城之巅专属,1,2,6,2,2,4,167900,70,18,icon_cp_zb_06_024,icon_dj_cp_zb_06_024
903111,塑料腕表,塑料腕表基础计时功能，圆盘配彩色表带，儿童入门级,1,3,1,1,1,1,145,0,0,icon_cp_sp_01_011,icon_dj_cp_sp_01_011
903112,布质手环,编织布手环潮流小物，环形无搭扣直接套腕，日常配饰,1,3,1,1,1,1,149,0,0,icon_cp_sp_01_012,icon_dj_cp_sp_01_012
903113,金属胸针,合金胸针造型简约，日常搭配小件配饰，无溢价饰品,1,3,1,1,1,1,119,0,0,icon_cp_sp_01_013,icon_dj_cp_sp_01_013
903211,牛皮卡包,头层牛皮小卡包装3-4张卡片，紧凑便携,1,3,2,1,1,1,297,0,0,icon_cp_sp_02_011,icon_dj_cp_sp_02_011
903212,帆布托特袋,帆布托特包方形手提，容量大日常通勤皆可,1,3,2,2,2,4,918,0,0,icon_cp_sp_02_012,icon_dj_cp_sp_02_012
903213,木质眼镜框,木质手工镜框复古造型，横宽设计,1,3,2,2,1,2,490,0,0,icon_cp_sp_02_013,icon_dj_cp_sp_02_013
903311,真丝领带,意大利真丝素色，长条七折手工缝制,1,3,3,1,3,3,2012,0,0,icon_cp_sp_03_011,icon_dj_cp_sp_03_011
903312,精钢腕表,精钢表壳入门级机械机芯，圆盘基础大三针,1,3,3,3,2,6,3583,0,0,icon_cp_sp_03_012,icon_dj_cp_sp_03_012
903313,牛皮公文包,头层牛皮公文包方形手提，可容纳14寸文件,1,3,3,2,2,4,2780,0,0,icon_cp_sp_03_013,icon_dj_cp_sp_03_013
903411,驰纹竹节手袋,驰纹1947年竹节手柄包，竹根火烤弯曲皮会旧竹越用越亮,1,3,4,2,2,4,9282,0,0,icon_cp_sp_04_011,icon_dj_cp_sp_04_011
903412,浪韵复古表,浪韵手动上链复古表，玫瑰金表壳，白盘金针，钻石时标。不追复杂功能，走时准就够了,1,3,4,1,1,1,3708,0,0,icon_cp_sp_04_012,icon_dj_cp_sp_04_012
903413,香影粗花呢外套,香影经典粗花呢套装，四口袋金纽扣编结滚边品相决定价值,1,3,4,2,2,4,7140,0,0,icon_cp_sp_04_013,icon_dj_cp_sp_04_013
903511,诗纹鎏金怀表,诗纹怀表，听擒纵声判断机芯是否原装,1,3,5,1,1,1,15750,7,2,icon_cp_sp_05_011,icon_dj_cp_sp_05_011
903512,香影山茶胸针,香影山茶胸针缎面配饰手工叠制，每一朵独立编号香影不说总数,1,3,5,2,3,6,38700,16,4,icon_cp_sp_05_012,icon_dj_cp_sp_05_012
903513,妃影宫廷翻盖包,妃影宫廷翻盖包，藤格纹缝线配金属挂坠，王妃一拎就把它拎进了经典序列,1,3,5,2,2,4,42840,18,5,icon_cp_sp_05_013,icon_dj_cp_sp_05_013
903606,易行铆角硬箱,易行老花纹硬箱，白杨木骨架配黄铜包角，木材要慢慢养干才压得住箱体,1,3,6,2,1,2,120800,50,13,icon_cp_sp_06_006,icon_dj_cp_sp_06_006
903607,威光密镶钻链,威光铂金钻石项链密镶工艺，钻石之王终其一生经手世界1/3重要钻石,1,3,6,1,1,1,150900,63,17,icon_cp_sp_06_007,icon_dj_cp_sp_06_007
903608,格鳞灵蛇腕表,格鳞灵蛇金表，盘绕金工缠出蛇身弧线，传奇女星戴过之后就彻底出圈,1,3,6,1,2,2,483000,201,53,icon_cp_sp_06_008,icon_dj_cp_sp_06_008
903514,象牙透雕折扇,广州十三行象牙透雕折扇，风经雕花缝隙分细流体感低两度，广作牙雕出口欧美代表作——羊城拾光专属,1,3,5,3,2,6,51600,22,6,icon_cp_sp_05_014,icon_dj_cp_sp_05_014
903609,花丝银眼镜,广式花丝银鎏金眼镜，银丝缠枝纹细得发虚，戴上就知道这是岭南外销工艺里的巧手货——羊城拾光专属,1,3,6,2,1,2,88200,37,10,icon_cp_sp_06_009,icon_dj_cp_sp_06_009
903515,都锦生织锦扇,都锦生织锦扇，蚕丝织出西湖全景。三十多种颜色全来自丝线本色，不是印的。挂在墙上比拿在手里合适——钱塘雅集专属,1,3,5,2,2,4,30350,13,3,icon_cp_sp_05_015,icon_dj_cp_sp_05_015
903610,胡雪岩紫檀家具,胡雪岩故居紫檀嵌螺钿家具，碎螺钿折射彩虹光泽，江南顶级工艺晚清首富的家底——钱塘雅集专属,1,3,6,3,4,12,431700,180,47,icon_cp_sp_06_010,icon_dj_cp_sp_06_010
903516,凤鎏银摆件,凤鎏银鎏金摆件，海派银器把中式器型和西式线条收在一起，摆出来就有沪上的讲究——沪上风云专属,1,3,5,2,2,4,34630,14,4,icon_cp_sp_05_016,icon_dj_cp_sp_05_016
903611,百乐门留声机,沪上百乐门定制大喇叭留声机，喇叭直径超半米物理扩音覆盖数百人，木质箱体与金属喇叭的独特共鸣空间——沪上风云专属,1,3,6,3,3,9,358400,149,39,icon_cp_sp_06_011,icon_dj_cp_sp_06_011
903517,联步朝靴,"联步缎面朝靴，手工纳底千层布底，老北京人讲究""脚上没鞋穷半截""——燕京御藏专属",1,3,5,1,2,2,18900,8,2,icon_cp_sp_05_017,icon_dj_cp_sp_05_017
903612,景泰蓝太平有象,燕京景泰蓝掐丝珐琅太平有象，铜丝掐出缠枝莲反复入窑烧制打磨鎏金，北京传统工艺四绝之一——燕京御藏专属,1,3,6,2,3,6,200700,84,22,icon_cp_sp_06_012,icon_dj_cp_sp_06_012
903518,绮藏凯影手袋,绮藏凯影手袋以摩纳哥王妃得名，香江中环买手最早把它带进亚太视野——香江竞逐专属,1,3,5,2,2,4,31060,13,3,icon_cp_sp_05_018,icon_dj_cp_sp_05_018
903613,陀飞轮钻石怀表,香江顶级私密拍场座上宾，18K金镶钻陀飞轮怀表70-100个零件全手工装配调校——香江竞逐专属,1,3,6,1,1,1,63660,27,7,icon_cp_sp_06_013,icon_dj_cp_sp_06_013
903519,法贝热彩蛋,法贝热帝国复活节彩蛋，珐琅、纯金与机关藏趣，摆进霓城之巅最会勾人回头——霓城之巅专属,1,3,5,1,1,1,15490,6,2,icon_cp_sp_05_019,icon_dj_cp_sp_05_019
903614,诗珑问号项链,诗珑问号项链，铂金弧线贴着肩颈落下，放进霓城之巅也足够挑灯——霓城之巅专属,1,3,6,2,2,4,144600,60,16,icon_cp_sp_06_014,icon_dj_cp_sp_06_014
904111,旧宣传画,老宣传画海报，边角泛黄。长方形画幅,1,4,1,5,2,10,713,0,0,icon_cp_zh_01_011,icon_dj_cp_zh_01_011
904112,包装纸手绘,包装纸上的随手涂鸦，小纸片。随手之作，无艺术价值,1,4,1,1,1,1,104,0,0,icon_cp_zh_01_012,icon_dj_cp_zh_01_012
