藏品ID,名称,轮廓,价值,品质,品类,描述,图标资源ID
903406,纯银书写套装,2×1（2格）,9975,紫品,奢品,纯银笔杆大理石墨水台套装，14K金尖笔尖只触碰纸的设计哲学,icon_cp_sp_04_006
903407,限量手办,2×3（6格）,12540,紫品,奢品,正版限定手办独立编号原盒未拆，原型师签名涂装精细,icon_cp_sp_04_007
903408,传统潮服,2×3（6格）,10510,紫品,奢品,交领宽袖配传统云纹。站着看是复古风，走起来是街头范,icon_cp_sp_04_008
903409,名牌球鞋,1×2（2格）,10290,紫品,奢品,限量联名运动球鞋，独立编号未拆封，二级市场一直有人盯着这类盒况完整的货,icon_cp_sp_04_009
903410,合金机器人模型,1×2（2格）,4830,紫品,奢品,压铸合金机器人20处可动结构，盒损与全品之间价差比想象中大,icon_cp_sp_04_010
903411,驰纹竹节手袋,2×2（4格）,9282,紫品,奢品,驰纹1947年竹节手柄包，竹根火烤弯曲皮会旧竹越用越亮,icon_cp_sp_04_011
903412,浪韵复古表,1×1（1格）,3708,紫品,奢品,浪韵手动上链复古表，玫瑰金表壳，白盘金针，钻石时标。不追复杂功能，走时准就够了,icon_cp_sp_04_012
903413,香影粗花呢外套,2×2（4格）,7140,紫品,奢品,香影经典粗花呢套装，四口袋金纽扣编结滚边品相决定价值,icon_cp_sp_04_013
903501,斯诺克纪念球杆,6×1（6格）,46340,橙品,奢品,斯诺克选手签名手工球杆，北美白蜡木黑檀木握把，杆身刻着最后一杆147分的日期,icon_cp_sp_05_001
903502,百乐门水晶吊灯,2×3（6格）,54940,橙品,奢品,百乐门定制水晶吊灯2000片手工切割水晶，暖调光晕让拍品溢价高出一截,icon_cp_sp_05_002
903503,苏绣龙袍,2×3（6格）,97460,橙品,奢品,龙袍十万针五爪金龙，苏绣工艺最高代表,icon_cp_sp_05_003
903504,明星卡,1×1（1格）,10890,橙品,奢品,传奇艺人最后签名卡热压金属片，背面微刻建议零售价100万三月内收到匿名出价,icon_cp_sp_05_004
903505,铂金胸针,1×1（1格）,14570,橙品,奢品,雅叶铂金胸针隐密式镶嵌无爪托，凤凰造型，已知流通唯一局部片,icon_cp_sp_05_005
903506,轻奢机械腕表,1×1（1格）,15230,橙品,奢品,瑞士独立制表师手工孤品镂空雕花机芯，每年仅接3枚不公开竞价,icon_cp_sp_05_006
903507,登焰打火机,1×1（1格）,27040,橙品,奢品,登焰纯银打火机，老藏家从开盖声就能辨出年代——三十年代铆钉味，五十年代焊接味，七十年代一体成型，余韵一代比一代短,icon_cp_sp_05_007
903508,万臻钢笔,2×1（2格）,24150,橙品,奢品,万臻大班149，黑色树脂笔杆，镀金笔夹，活塞上墨。1924年推出，半世纪过去仍是商界大佬桌上的标配,icon_cp_sp_05_008
903509,卡纹跃影豹胸饰,2×2（4格）,31420,橙品,奢品,卡纹跃影豹胸饰珠宝名流藏家定制，猎豹成为最值钱的猫每只花纹不重复,icon_cp_sp_05_009
903510,西洋留声机,2×2（4格）,32130,橙品,奢品,美式手摇留声机大喇叭扩音，钢针播放78转唱片发条恰好播完一首标准曲,icon_cp_sp_05_010
903511,诗纹鎏金怀表,1×1（1格）,15750,橙品,奢品,诗纹怀表，听擒纵声判断机芯是否原装,icon_cp_sp_05_011
903512,香影山茶胸针,2×3（6格）,38700,橙品,奢品,香影山茶胸针缎面配饰手工叠制，每一朵独立编号香影不说总数,icon_cp_sp_05_012
903513,妃影宫廷翻盖包,2×2（4格）,42840,橙品,奢品,妃影宫廷翻盖包，藤格纹缝线配金属挂坠，王妃一拎就把它拎进了经典序列,icon_cp_sp_05_013
903514,象牙透雕折扇,3×2（6格）,51600,橙品,奢品,广州十三行象牙透雕折扇，风经雕花缝隙分细流体感低两度，广作牙雕出口欧美代表作——羊城拾光专属,icon_cp_sp_05_014
903515,都锦生织锦扇,2×2（4格）,30350,橙品,奢品,都锦生织锦扇，蚕丝织出西湖全景。三十多种颜色全来自丝线本色，不是印的。挂在墙上比拿在手里合适——钱塘雅集专属,icon_cp_sp_05_015
903516,凤鎏银摆件,2×2（4格）,34630,橙品,奢品,凤鎏银鎏金摆件，海派银器把中式器型和西式线条收在一起，摆出来就有沪上的讲究——沪上风云专属,icon_cp_sp_05_016
903517,联步朝靴,1×2（2格）,18900,橙品,奢品,"联步缎面朝靴，手工纳底千层布底，老北京人讲究""脚上没鞋穷半截""——燕京御藏专属",icon_cp_sp_05_017
903518,绮藏凯影手袋,2×2（4格）,31060,橙品,奢品,绮藏凯影手袋以摩纳哥王妃得名，香江中环买手最早把它带进亚太视野——香江竞逐专属,icon_cp_sp_05_018
903519,法贝热彩蛋,1×1（1格）,15490,橙品,奢品,法贝热帝国复活节彩蛋，珐琅、纯金与机关藏趣，摆进霓城之巅最会勾人回头——霓城之巅专属,icon_cp_sp_05_019
903601,喜马拉雅铂金包,2×2（4格）,194600,红品,奢品,绮藏喜马拉雅铂金包尼罗鳄皮渐变如雪线，年产极少镶钻款超40万美元,icon_cp_sp_06_001
903602,雅叶珐琅项链,2×1（2格）,293000,红品,奢品,雅叶四叶草项链，绿色珐琅与黄金珠链相配，1968年面世后一直是好运题材里的常青款,icon_cp_sp_06_002
903603,翡光星穹腕表,1×1（1格）,1870000,红品,奢品,翡光5002双面表盘12项复杂功能，686个零件一年以上制作表王之王,icon_cp_sp_06_003
903604,斯卡奥小金人,1×2（2格）,116600,红品,奢品,奥斯卡小金人复刻典藏版铜镀24K金，独立编号附学院认证信,icon_cp_sp_06_004
903605,斯翼尊享车标,1×1（1格）,78750,红品,奢品,斯翼银天使车标纯银镀金，1930年代装自动伸缩装置怕被偷更怕被风吹坏,icon_cp_sp_06_005
903606,易行铆角硬箱,2×1（2格）,120800,红品,奢品,易行老花纹硬箱，白杨木骨架配黄铜包角，木材要慢慢养干才压得住箱体,icon_cp_sp_06_006
903607,威光密镶钻链,1×1（1格）,150900,红品,奢品,威光铂金钻石项链密镶工艺，钻石之王终其一生经手世界1/3重要钻石,icon_cp_sp_06_007
903608,格鳞灵蛇腕表,1×2（2格）,483000,红品,奢品,格鳞灵蛇金表，盘绕金工缠出蛇身弧线，传奇女星戴过之后就彻底出圈,icon_cp_sp_06_008
903609,花丝银眼镜,2×1（2格）,88200,红品,奢品,广式花丝银鎏金眼镜，银丝缠枝纹细得发虚，戴上就知道这是岭南外销工艺里的巧手货——羊城拾光专属,icon_cp_sp_06_009
903610,胡雪岩紫檀家具,3×4（12格）,431700,红品,奢品,胡雪岩故居紫檀嵌螺钿家具，碎螺钿折射彩虹光泽，江南顶级工艺晚清首富的家底——钱塘雅集专属,icon_cp_sp_06_010
903611,百乐门留声机,3×3（9格）,358400,红品,奢品,沪上百乐门定制大喇叭留声机，喇叭直径超半米物理扩音覆盖数百人，木质箱体与金属喇叭的独特共鸣空间——沪上风云专属,icon_cp_sp_06_011
903612,景泰蓝太平有象,2×3（6格）,200700,红品,奢品,燕京景泰蓝掐丝珐琅太平有象，铜丝掐出缠枝莲反复入窑烧制打磨鎏金，北京传统工艺四绝之一——燕京御藏专属,icon_cp_sp_06_012
903613,陀飞轮钻石怀表,1×1（1格）,63660,红品,奢品,香江顶级私密拍场座上宾，18K金镶钻陀飞轮怀表70-100个零件全手工装配调校——香江竞逐专属,icon_cp_sp_06_013
903614,诗珑问号项链,2×2（4格）,144600,红品,奢品,诗珑问号项链，铂金弧线贴着肩颈落下，放进霓城之巅也足够挑灯——霓城之巅专属,icon_cp_sp_06_014
903615,景泰蓝宝瓶,1×2（2格）,750000,红品,奢品,景泰蓝宝瓶，铜胎掐丝珐琅——一件景泰蓝，十箱官窑器,icon_cp_sp_06_015
903616,玉雕山子,3×2（6格）,750000,红品,奢品,玉雕山子，整块玉石随形就势雕刻山水人物——每次下刀都是不可逆的,icon_cp_sp_06_016
903617,牙雕笔筒,1×2（2格）,750000,红品,奢品,牙雕笔筒，鬼斧神工毫厘之间见真章——圆筒壁上可以雕出数十个人物,icon_cp_sp_06_017
903618,雕漆圆盒,1×1（1格）,750000,红品,奢品,雕漆圆盒，百里千刀一斤漆——百层大漆叠加后以刻刀逐层下切,icon_cp_sp_06_018
903619,金漆镶嵌插屏,3×4（12格）,750000,红品,奢品,"金漆镶嵌插屏，金漆为底嵌螺钿玉石百宝——用不同材质的光泽构成一幅""材质绘画""",icon_cp_sp_06_019
903620,花丝嵌宝凤冠,2×2（4格）,750000,红品,奢品,花丝嵌宝凤冠，细金工艺燕京八绝之首——金丝拉到比头发还细再编织成凤凰的每一根羽毛,icon_cp_sp_06_020
903621,宫毯,5×3（15格）,750000,红品,奢品,宫毯，经纬之间锦绣乾坤——每一根绒线都由工匠手工绕结在经线上再切断,icon_cp_sp_06_021
903622,京绣屏风,3×4（12格）,750000,红品,奢品,京绣屏风，一针一线尽显皇家气派——用刺绣替代绘画在空间中的角色,icon_cp_sp_06_022
904101,印刷风景明信片,3×3（9格）,592,白品,字画,名胜风景明信片套装，背面可写地址寄出,icon_cp_zh_01_001
904102,年画残片,1×1（1格）,112,白品,字画,民间年画破损残缺，门神脸图案尚可辨,icon_cp_zh_01_002
904103,旧字帖,1×1（1格）,118,白品,字画,普通字帖印刷品，临摹对象也是印刷品,icon_cp_zh_01_003
904104,手抄诗句,1×2（2格）,184,白品,字画,民间无名手抄诗句，纸面泛黄字迹端正无章法,icon_cp_zh_01_004
904105,旧对联,1×1（1格）,107,白品,字画,民间旧联纸已褪粉白，墨迹晕散红纸泛白,icon_cp_zh_01_005
904106,普通山水画,2×2（4格）,339,白品,字画,无名画作构图平庸设色呆板，市井装饰画,icon_cp_zh_01_006
904107,木刻年画残片,1×1（1格）,226,白品,字画,木版年画残片图案模糊，节庆遗物仅余碎片,icon_cp_zh_01_007
904108,中国新年春联一,1×4（4格）,313,白品,字画,印刷春联上联金字红底，标准化节日装饰,icon_cp_zh_01_008
904109,中国新年春联二,1×4（4格）,343,白品,字画,印刷春联下联与上联成套，左右一对,icon_cp_zh_01_009
904110,新年春联横幅,2×1（2格）,384,白品,字画,印刷春联横批四字吉语，贴上下联之间,icon_cp_zh_01_010
904111,旧宣传画,5×2（10格）,713,白品,字画,老宣传画海报，边角泛黄。长方形画幅,icon_cp_zh_01_011
904112,包装纸手绘,1×1（1格）,104,白品,字画,包装纸上的随手涂鸦，小纸片。随手之作，无艺术价值,icon_cp_zh_01_012
904113,旧报剪报,1×1（1格）,138,白品,字画,老报纸剪报，小纸片。把某个日期的某条新闻剪下来保存到今天——时代信息的一块碎片,icon_cp_zh_01_013
904201,印刷画折扇,2×2（4格）,881,绿品,字画,印刷山水折扇竹骨折扇，日常生活实用品,icon_cp_zh_02_001
904202,印刷山水画壁纸,3×1（3格）,565,绿品,字画,印刷山水壁纸卷装饰用，批量复制工业品,icon_cp_zh_02_002
904203,书法用卷轴,3×5（15格）,1875,绿品,字画,空白书法卷轴宣纸已装裱，练字基础耗材,icon_cp_zh_02_003
904204,民国书法,1×3（3格）,1261,绿品,字画,民国文人字，笔力尚可文房旧物,icon_cp_zh_02_004
904205,民间花鸟画,4×2（8格）,1263,绿品,字画,民间画工花鸟装饰画，设色鲜艳却乏基本功,icon_cp_zh_02_005
904206,老照片画像,2×2（4格）,816,绿品,字画,老式炭笔素描肖像画，纪念意义大于艺术,icon_cp_zh_02_006
904207,山水小景,1×2（2格）,466,绿品,字画,小幅山水入门画作，构图简略墨色单一,icon_cp_zh_02_007
904208,吉祥字画,3×2（6格）,1005,绿品,字画,祈福民俗字画，色彩鲜艳装饰味浓,icon_cp_zh_02_008
904209,文人信札残页,1×2（2格）,566,绿品,字画,民国文人私信残页无署名，纸泛黄字潦草,icon_cp_zh_02_009
904210,水写毛笔,2×1（2格）,931,绿品,字画,清水书写自动消失的练字笔，不费纸的习字器,icon_cp_zh_02_010
904211,手绘扇面,2×2（4格）,734,绿品,字画,手绘扇面，绢本花鸟，仿古风格,icon_cp_zh_02_011
904212,仿碑帖拓片,2×2（4格）,726,绿品,字画,仿碑帖拓片，方形拓片，黑白分明。真拓片价高难求，仿品适合日常书法临摹参考,icon_cp_zh_02_012
904213,行书斗方,1×1（1格）,306,绿品,字画,行书四字吉语斗方，方形小纸，笔法流畅。四字吉语适合装裱后悬挂，字数不多但章法要求高,icon_cp_zh_02_013
904301,字画涂鸦墙,5×4（20格）,8165,蓝品,字画,艺术街区涂鸦墙局部拆移，街头文化色彩浓烈,icon_cp_zh_03_001
904302,同人画册,2×2（4格）,2864,蓝品,字画,同人原创手绘画册小批量，装帧简朴内容扎实,icon_cp_zh_03_002
904303,小楷字帖,2×2（4格）,2056,蓝品,字画,工整小楷笔笔到位，书法入门标准样本,icon_cp_zh_03_003
904304,工笔花鸟,2×2（4格）,2081,蓝品,字画,工笔花鸟细作层层渲染设色，得宋画遗意,icon_cp_zh_03_004
904305,浅绛山水,2×2（4格）,1983,蓝品,字画,淡赭石花青为主调的浅绛山水，文人画风,icon_cp_zh_03_005
904306,行书条幅,2×1（2格）,2909,蓝品,字画,行书条幅行气贯通，入古不深已具自家面貌,icon_cp_zh_03_006
904307,三国演义连环画,2×1（2格）,1181,蓝品,字画,人民美术出版社老版三国连环画全套，名家绘画,icon_cp_zh_03_007
904308,水浒传连环画,2×1（2格）,2736,蓝品,字画,水浒传连环画合集名家绘画，品相完好线装版,icon_cp_zh_03_008
904309,红楼梦连环画,2×1（2格）,1195,蓝品,字画,红楼梦连环画卡通彩绘传统装帧，每页独立成画,icon_cp_zh_03_009
904310,河市繁胜图,2×1（2格）,1166,蓝品,字画,一河两岸檐巷绵延，往来行旅熙攘，满卷皆是人间烟火气,icon_cp_zh_03_010
904311,绢本花鸟,2×2（4格）,2105,蓝品,字画,绢本设色花鸟，构图完整，工笔精细。绢比纸贵，画比绢贵——工笔绢本在拍卖场上有双重增值逻辑,icon_cp_zh_03_011
904312,行书七言联,1×3（3格）,1912,蓝品,字画,行书七言对联，长条对联，笔法流畅。上联七字下联七字，对仗工整，字数不多但章法要求高,icon_cp_zh_03_012
904313,仿古山水册,2×2（4格）,2252,蓝品,字画,仿宋元山水册页，册页展开，笔墨古雅。仿古山水是学习宋元山水的传统方式——临摹古人化为己用，每一页都是一课,icon_cp_zh_03_013
904401,郑板桥《竹》,2×2（4格）,17650,紫品,字画,郑板桥《竹》，墨竹清瘦劲挺，以书入画笔笔见骨。竹如其人，瘦而不弱，节节分明,icon_cp_zh_04_001
904402,《三虾图》,2×2（4格）,10110,紫品,字画,齐白石《三虾图》，三只虾墨色浓淡相宜，须爪灵动，构图新颖别致,icon_cp_zh_04_002
904403,傅抱石《山水》,2×2（4格）,9253,紫品,字画,傅抱石《山水》，笔墨苍劲，抱石皴层层堆叠出山石肌理。笔锋散开像刷子横扫纸面，山石纹理一气呵成,icon_cp_zh_04_003
904404,张大千《荷花》,2×2（4格）,6854,紫品,字画,"张大千《荷花》，泼墨泼彩层层叠加，浓艳不俗。大千晚年独创泼彩，把花鸟画抬到了山水格局，徐悲鸿称其""五百年来第一人""",icon_cp_zh_04_004
904405,赵孟頫小楷,2×2（4格）,16620,紫品,字画,赵孟頫小楷，字势工整秀润，落笔不急不躁，放到案头就知道是老派书卷气,icon_cp_zh_04_005
904406,文徵明行书,2×2（4格）,8225,紫品,字画,文徵明行书，明四家之一。行书以晋唐为宗，早年清秀晚年老辣，锋藏于内越老越醇,icon_cp_zh_04_006
904407,金栗山藏经纸,4×2（8格）,15770,紫品,字画,金栗山藏经纸，宋代藏经用纸，纸面泛黄，纤维坚韧。宋纸存世极少，金栗山纸更是宋纸中的极品,icon_cp_zh_04_007
904408,敦煌残画,1×2（2格）,4032,紫品,字画,敦煌残画，宗教艺术，色彩斑驳。千年前的矿物颜料配方无法复制，残片上的颜色比新画更珍贵,icon_cp_zh_04_008
904409,御笔匾额,4×1（4格）,8996,紫品,字画,御笔匾额，金漆题字，皇家书法。清代宫廷建筑的原装构件——皇帝亲笔题写，工匠刻制上漆，拆下来的比挂在原位的少得多,icon_cp_zh_04_009
904410,鲁迅木刻原版,2×1（2格）,4687,紫品,字画,鲁迅倡导的新兴木刻原版，1930年代名家手拓。木刻原版在印刷中会磨损——存世极少，每一块都是孤品,icon_cp_zh_04_010
904411,八大山人仿作,2×2（4格）,7283,紫品,字画,八大山人（朱耷）风格花鸟仿作，冷逸孤傲。鸟翻白眼、鱼瞪人、山石奇崛——仿作追求的是这种精神气质，而非简单复制,icon_cp_zh_04_011
904412,明四家扇面集,2×2（4格）,10200,紫品,字画,文沈唐仇风格扇面集锦，明四家四种风格汇聚一册。扇面虽小气象万千——四种风格之间的对照本身就是审美体验,icon_cp_zh_04_012
904413,金石拓片卷,3×4（12格）,21260,紫品,字画,金石器物全形拓，竖幅拓片，黑白分明。将青铜器的立体造型拓印到平面纸上——黑白之间见立体，每张拓片都是一次性的,icon_cp_zh_04_013
904501,富春残卷,3×3（9格）,63980,橙品,字画,黄公望《富春山居图》残卷，烧为两段，一段在浙江一段在台湾。六百年后两段隔着海峡，画里的富春江却仍完整流着,icon_cp_zh_05_001
904502,《河图洛书》卷,3×3（9格）,49490,橙品,字画,龙马负图神龟背书的文明源头，历朝历代都在画无人见过真容,icon_cp_zh_05_002
904503,《江山如此多娇》,2×4（8格）,60840,橙品,字画,关山月、傅抱石《江山如此多娇》，以毛泽东《沁园春·雪》词意为蓝本，雪山江流与红日同入巨幅山水,icon_cp_zh_05_003
904504,林风眠《鹭》,2×3（6格）,41740,橙品,字画,林风眠《鹭》，彩墨鹭鸶伫立浅滩，中西融合里有一股孤冷气——他的鹭鸶画得比所有人都孤独,icon_cp_zh_05_004
904505,《快雪时晴帖》,1×2（2格）,39510,橙品,字画,王羲之《快雪时晴帖》，行书名帖，全文四行二十八字，一封晴雪问候成了千年名帖,icon_cp_zh_05_005
904506,《墨葡萄图》,2×2（4格）,33930,橙品,字画,徐渭《墨葡萄图》，大写意水墨纵横，笔势纵横洒落，葡萄酸劲都从墨色里滚出来,icon_cp_zh_05_006
904507,《石鼓文》原拓,2×2（4格）,30850,橙品,字画,先秦石鼓文最早刻石文字，比秦始皇统一六国还早的汉字源头,icon_cp_zh_05_007
904508,《兰亭序》摹本,1×2（2格）,40320,橙品,字画,冯承素摹王羲之《兰亭序》，双钩填墨，是现存最接近真迹的版本。王羲之每一笔都在，只是没沾到王羲之的手汗,icon_cp_zh_05_008
904509,《清明上河图》摹本,6×1（6格）,90810,橙品,字画,《清明上河图》摹本，张择端原作的高精度摹本。绢本设色，全卷五米有余，人物舟车络绎,icon_cp_zh_05_009
904510,乾隆御笔帖,2×1（2格）,18350,橙品,字画,"乾隆《御笔帖》，行书手帖，纸本墨迹，钤""乾隆御笔""印。帝王把自己当文人的执念都在字里",icon_cp_zh_05_010
904511,大千泼彩,1×2（2格）,16730,橙品,字画,张大千《泼彩山水》，墨彩交融，气势磅礴，颜料像自己在纸上长成山,icon_cp_zh_05_011
904512,《丧乱帖》摹本,1×2（2格）,23180,橙品,字画,王羲之《丧乱帖》唐摹本，八行六十二字，把悲愤写成有力道的一页,icon_cp_zh_05_012
904513,《夜宴图》摹本,3×3（9格）,60960,橙品,字画,顾闳中《夜宴图》摹本，南唐名作。韩熙载夜宴宾客，乐伎弹唱觥筹交错——但宴会上最清醒的人比所有人都累,icon_cp_zh_05_013
904514,《女史箴图》摹本,2×2（4格）,33240,橙品,字画,顾恺之《女史箴图》唐代摹本，以春蚕吐丝般的线条描摹宫廷女性仪范，每一页都是一个箴言故事,icon_cp_zh_05_014
904515,《枫鹰图》,2×3（6格）,42200,橙品,字画,高剑父《枫鹰图》，撞水撞粉画红枫苍鹰，岭南画派名头，新旧画法并立——羊城拾光专属,icon_cp_zh_05_015
904516,《六君子图》,2×3（6格）,43110,橙品,字画,倪瓒《六君子图》，六棵枯树立于坡岸，常见于杭州西湖文人书画专场的核心目录——钱塘雅集专属,icon_cp_zh_05_016
904517,《周庄》,3×2（6格）,52740,橙品,字画,吴冠中《周庄》，水乡全景，常列上海外滩近现代书画专场的海派重点拍品——沪上风云专属,icon_cp_zh_05_017
904518,《瑞鹤图》,2×3（6格）,39900,橙品,字画,赵佶《瑞鹤图》，群鹤翔集宣德门，属于北京宫廷书画专场的高热度题材——燕京御藏专属,icon_cp_zh_05_018
904519,《桃源图》,3×2（6格）,38070,橙品,字画,张大千《桃源图》，泼彩山水横幅，画出桃花源找不到的感觉，在香港拍卖场以高额成交——香江竞逐专属,icon_cp_zh_05_019
904520,米开朗基罗手稿,1×2（2格）,20970,橙品,字画,文艺复兴大师人体素描手稿，稀有度足够撑起霓城之巅的封面级图录——霓城之巅专属,icon_cp_zh_05_020
904601,《富春山居图》,2×2（4格）,198800,红品,字画,黄公望《富春山居图》全卷，元画巅峰。耗时数年完成富春江两岸数百里景色，富春江水在六米长卷里慢慢走,icon_cp_zh_06_001
904602,齐白石《虾》,3×1（3格）,140700,红品,字画,齐白石《虾》长卷，数十只墨虾排开，水墨写意，从工笔到泼墨的六十余年摸索全在虾须里,icon_cp_zh_06_002
904603,敦煌绢画画稿,3×2（6格）,240800,红品,字画,敦煌壁画原始绢本画稿，千年画工手迹。画稿上的线条是画工在壁画下笔前打的草稿，壁画还没画人已经不在了，画稿留了下来,icon_cp_zh_06_003
904604,《千里江山图》,3×2（6格）,688000,红品,字画,王希孟《千里江山图》，18岁天才绝笔，青绿山水巅峰。画完这幅画就从历史中消失了，仿佛天借他的手画完就收了回去,icon_cp_zh_06_004
904605,《奔马图》,2×2（4格）,171400,红品,字画,徐悲鸿《奔马图》，中国近现代美术第一符号。马四蹄腾空离地奔跑的姿态——在此之前中国的马都是站着或走着的,icon_cp_zh_06_005
904606,《女史箴图》,2×2（4格）,7283000,红品,字画,顾恺之《女史箴图》，人物细线连绵，宫廷女性的举止和规训都被收进同一卷里,icon_cp_zh_06_006
904607,甲骨文原片,2×2（4格）,186800,红品,字画,商代甲骨文原片，商人把问题刻在龟甲和兽骨上，用火烤了看裂纹判断吉凶——三千多年后这些裂纹成了中国最早的文字记录,icon_cp_zh_06_007
904608,《夜宴图》,3×3（9格）,1050000,红品,字画,顾闳中《韩熙载夜宴图》，夜宴声色铺满整卷，偏偏把韩熙载的清醒也一起照得很亮,icon_cp_zh_06_008
904609,《洛神赋图》,2×2（4格）,339300,红品,字画,顾恺之《洛神赋图》，曹植文字中的洛神被画成了可见的人。人物裙带飘举山水作景，以丝绸般连绵的线条开启了中国人物画的时代,icon_cp_zh_06_009
904610,南海神图,3×2（6格）,243100,红品,字画,岭南画派巨幅南海神图，画的是波涛画的更是岭南人的乡愁,icon_cp_zh_06_010
904611,民国画报全集,2×2（4格）,137100,红品,字画,良友点石斋民国画报全集，老照片里旗袍美人永远年轻的时光胶囊,icon_cp_zh_06_011
904612,《清明上河图》,6×1（6格）,1880000,红品,字画,张择端《清明上河图》，中国风俗画第一长卷，汴河两岸每一个被数到的人都在这条河上忙着自己的日子,icon_cp_zh_06_012
904613,《步辇图》,2×2（4格）,205600,红品,字画,阎立本《步辇图》，唐太宗坐在步辇上接见吐蕃使臣禄东赞。太宗画得比所有人都小一截，但所有人的目光都看着他,icon_cp_zh_06_013
904614,《永乐大典》,2×2（4格）,529500,红品,字画,《永乐大典》，明成祖敕修巨型类书，是中国古代最大的百科全书。现存残卷仅约400册，散落全球,icon_cp_zh_06_014
904615,《簪花仕女图》,2×3（6格）,259100,红品,字画,周昉《簪花仕女图》，唐代宫廷贵妇簪花游园。衣纱轻透，发髻高耸，每一处细节都在说——她们是生活的主宰，也是奢靡的代言,icon_cp_zh_06_015
904616,十三行通草画,2×2（4格）,190200,红品,字画,广州十三行通草纸水彩画，落笔即永恒的特制质感记录千年商埠海上往事——羊城拾光专属,icon_cp_zh_06_016
904617,《鹊华秋色图》,2×3（6格）,192600,红品,字画,赵孟頫《鹊华秋色图》，凭记忆画济南秋景送友人乡愁，画的是济南的景，用的是江南的笔——钱塘雅集专属,icon_cp_zh_06_017
904618,《九州无事乐耕耘》,3×3（9格）,256500,红品,字画,徐悲鸿《九州无事乐耕耘》，老农与耕牛撑起战后安耕之愿，放进沪上近现代大场，这类作品总有人先盯住，——沪上风云专属,icon_cp_zh_06_018
904619,《百骏图》,2×4（8格）,315400,红品,字画,郎世宁《百骏图》，清宫长卷，中西融合笔法常居北京宫廷旧藏专场前列——燕京御藏专属,icon_cp_zh_06_019
904620,《曲腿裸女》,2×2（4格）,195400,红品,字画,常玉《曲腿裸女》，竖幅油画，极简线条里留着巴黎孤冷气，一幅裸女以近两亿港元成交。——香江竞逐专属,icon_cp_zh_06_020
904621,《救世主》,2×2（4格）,173100,红品,字画,达·芬奇《救世主》，已知仍可交易的最后一幅私人持有达·芬奇，足够压住霓城之巅整场气口——霓城之巅专属,icon_cp_zh_06_021
904622,《兰亭序》,2×2（4格）,890000,红品,字画,《兰亭序》，王羲之于东晋永和九年兰亭雅集乘兴挥毫而成，被奉为天下第一行书，真迹已随唐太宗入葬,icon_cp_zh_06_022
904623,《祭侄文稿》,2×2（4格）,890000,红品,字画,《祭侄文稿》，天下第二行书，颜真卿悲愤之下满篇涂改乃草稿真实的泪水,icon_cp_zh_06_023
904624,《寒食帖》,2×2（4格）,890000,红品,字画,《寒食帖》，苏轼谪居黄州时所作诗帖，天下第三行书——一笔一划都在情绪失控的边缘,icon_cp_zh_06_024
904625,《曹全碑》,2×3（6格）,720000,红品,字画,《曹全碑》，东汉隶书名碑，秀逸端整——汉隶中美的一路,icon_cp_zh_06_025
904626,《乙瑛碑》,2×3（6格）,720000,红品,字画,《乙瑛碑》，东汉礼制碑刻名作——隶书从古拙走向规整的转折点,icon_cp_zh_06_026
904627,《礼器碑》,2×3（6格）,720000,红品,字画,《礼器碑》，东汉碑刻中书法水平最高的一通——笔画瘦劲如铁画银钩,icon_cp_zh_06_027
904628,《张迁碑》,2×3（6格）,720000,红品,字画,《张迁碑》，东汉碑刻雄浑朴厚——笔画像凿石一样粗重有力,icon_cp_zh_06_028
905101,软泥印子,2×2（4格）,631,白品,化石,生物印痕化石形态模糊，依稀可辨曾有什么走过,icon_cp_hs_01_001
905102,树皮印石,2×2（4格）,366,白品,化石,树皮印在石头上的痕迹，树木早已化作泥土,icon_cp_hs_01_002
905103,小泥化石,2×2（4格）,357,白品,化石,泥层微型化石痕迹，需放大镜看清微小的生物轮廓,icon_cp_hs_01_003
905104,碎藻石头,3×1（3格）,274,白品,化石,含碎藻类化石的普通石头，零星藻类印迹可辨,icon_cp_hs_01_004
905105,节肢硬壳,2×1（2格）,386,白品,化石,古代节肢动物外壳碎片，甲壳表面有细密纹路,icon_cp_hs_01_005
905106,泥中碎石,1×1（1格）,102,白品,化石,无化石特征的普通碎石，沉积岩常见夹杂物,icon_cp_hs_01_006
905107,风化岩屑,1×1（1格）,111,白品,化石,岩石风化碎屑边缘尖锐，无标本价值,icon_cp_hs_01_007
905108,碎云母片,1×1（1格）,103,白品,化石,云母碎片层层剥落，阳光下闪光无收藏意义,icon_cp_hs_01_008
905109,粗石敢当,1×1（1格）,230,白品,化石,民间石敢当形制粗糙，辟邪奇石风雨侵蚀有坑洞,icon_cp_hs_01_009
905110,原虫小石子,1×1（1格）,132,白品,化石,疑似原虫化石的小石子，圆润光滑需专业确认,icon_cp_hs_01_010
905111,碎珊瑚屑,1×1（1格）,131,白品,化石,破碎珊瑚碎屑，小碎片，海洋生物残骸。无收藏价值,icon_cp_hs_01_011
905112,贝币化石,1×1（1格）,117,白品,化石,小型贝壳印痕化石，小贝壳。贝壳本身已溶化，围岩上只剩一枚印痕，像时间的拓片,icon_cp_hs_01_012
905113,碎石结核,1×1（1格）,109,白品,化石,泥质结核，小石球，沉积岩中常见的球形结构。不是化石，就是凝结的石头,icon_cp_hs_01_013
